PMF_PLACE,LONG,LAT,ADDR,EMR,CLINIC
VANCOUVER,-123.1267045,49.2448408,C234 - 4500 OAK STREET,Launchpad,MEDICAL GENETICS
WILLIAMS LAKE,-122.1403504,52.1300929,402 BORLAND ST,MedAccess,NA
SQUAMISH,-123.1540768,49.6983179,PO BOX 9200 - 37989 CLEVELAND AVENUE,Osler,DIAMOND HEAD MEDICAL CLINIC
NORTH VANCOUVER,-123.0897298,49.3329847,400 - 2609 WESTVIEW DRIVE,Oscar West,NA
DUNCAN,-123.7080793,48.7783306,170 CRAIG ST,Oscar Nerd,COWICHAN MIDWIFERY GROUP
VANCOUVER,-123.1281537,49.2793415,440 - 1144 BURRARD STREET,IntraHealth,NA
NORTH VANCOUVER,-123.0718632,49.3191811,401 - 1200 LONSDALE AVENUE,Plexia,NA
VICTORIA,-123.3337925,48.4449543,340 - 1641 HILLSIDE AVENUE,Accuro,NA
VANCOUVER,-123.1289966,49.2805979,B180 - 1081 BURRARD STREET,Launchpad,ST PAULS HOSPITAL
POWELL RIVER,-124.5202068,49.8456395,4794 JOYCE AVENUE,Wolf,THE MEDICAL CLINIC ASSOCIATES
CAMPBELL RIVER,-125.2472914,50.0286822,PO BOX 781 STN A 1371B CEDAR STREET,Osler,COLUMBIA COAST CLINIC
DUNCAN,-123.7108344,48.7795251,335 JUBILEE STREET,MedAccess,VALLEY MEDICAL CLINIC
NANAIMO,-123.9723967,49.1831307,14 - 1599 DUFFERIN CRESCENT,Accuro,NA
KELOWNA,-119.4911315,49.8847407,564 LEON AVENUE,Accuro,KELOWNA GI ASSOCIATES
VANCOUVER,-123.1181027,49.2637252,L5 - 601 WEST BROADWAY,Launchpad,NA
LANGLEY,-122.6114124,49.096327,303 - 22112 52ND AVENUE,IntraHealth,LANGLEY PRIMARY HEALTH
VERNON,-119.274674,50.2637965,200 - 3207 30TH AVENUE,Osler,VERNON MEDICAL CLINIC
GABRIOLA ISLAND,-123.8363367,49.1785071,695 CHURCH STREET,Wolf,GABRIOLA MEDICAL CLINIC
BRENTWOOD BAY,-123.449952,48.5781126,7226 WEST SAANICH ROAD,MedAccess,NA
KEREMEOS,-119.8326764,49.2045297,PO BOX 219 - 700 3RD STREET,MedAccess,NA
VICTORIA,-123.4188582,48.5947167,1932 MT NEWTON CROSSROAD,MedAccess,CENTRAL SAANICH MEDICAL CLINIC
VICTORIA,-123.3337976,48.4484534,150 - 3200 SHELBOURNE STREET,Wolf,SHELBOURNE MEDICAL CLINIC
CAMPBELL RIVER,-125.2124326,49.9693484,1 - 2380 ISLAND HIGHWAY SOUTH,Oscar West,NA
CHILLIWACK,-121.9574496,49.1692391,106 - 9193 MAIN STREET,Oscar West,VALLEY MEDICAL CENTRE
VICTORIA,-123.3302199,48.4305343,101 - 2020 RICHMOND AVENUE,Osler,NA
VICTORIA,-123.3234804,48.4325466,324 - 1964 FORT STREET,Plexia,NA
BRENTWOOD BAY,-123.449952,48.5781126,7226 WEST SAANICH ROAD,MedAccess,BAYSIDE MEDICAL CENTRE
NORTH VANCOUVER,-123.072296,49.3230612,201 - 101 WEST 16TH ST,Plexia,NA
VANCOUVER,-123.1211512,49.2613116,D452 - 2733 HEATHER STREET,Launchpad,VGH INFECTIOUS DISEASES
VANCOUVER,-123.1540458,49.2338558,2077 WEST 42ND AVENUE,Oscar Nerd,KERRISDALE STATION MEDICAL CLINIC
VICTORIA,-123.4458152,48.516073,4955 PROSPECT ROAD,Oscar,BOWLER MEDICAL
VICTORIA,-123.4458152,48.516073,4955 PROSPECT LAKE ROAD,Oscar,BOWLER MEDICAL
FORT LANGLEY,-122.5812094,49.1676937,PO BOX 130 1 - 9089 GLOVER ROAD,IntraHealth,VILLAGE MEDICAL CLINIC
VANCOUVER,-123.1261031,49.2638665,480 - 999 WEST BROADWAY,Accuro,FAIRVIEW PLASTIC SURGERY CENTER
VICTORIA,-123.3123953,48.4635137,BOX 1700 STN CSC,Accuro,UVIC HEALTH SERVICES
BURNABY,-122.9918946,49.2258939,503 - 4980 KINGSWAY,Osler,NA
VICTORIA,-123.3641797,48.4681421,101 - 3960 QUADRA STREET,Osler,ISLAND SEXUAL HEALTH
COMOX,-124.9255823,49.6718759,201 - 1757 BEAUFORT AVENUE,MedAccess,SEACOVE MEDICAL CLINIC
SURREY,-122.833819,49.1797257,3B - 9750 140 ST,Launchpad,RAPID ACCESS CLINIC
VANCOUVER,-123.1054748,49.2813839,20 HASTINGS STREET WEST,Oscar West,PORTLAND HOTEL CLINIC
VICTORIA,-123.3832251,48.4875777,302 - 4420 CHATTERTON WAY,Accuro,PEDIATRIC CONSULTANTS
SURREY,-122.7984382,49.0311297,200 - 15331 16TH AVE,IntraHealth,HILLTOP MEDICAL CLINIC
VANCOUVER,-123.1275058,49.2784866,770 - 1190 HORNBY STREET,Accuro,PACIFIC GASTROENTEROLOGY ASSOCIATES
MAPLE RIDGE,-122.6032284,49.2175021,22338 SELKIRK AVENUE,Launchpad,NA
MAPLE RIDGE,-122.6039862,49.219582,22315 MACINTOSH AVENUE,Accuro,NA
CUMBERLAND,-125.0255737,49.6191113,PO BOX 719,Osler,2765 DUNSMUIR AVENUE
VICTORIA,-123.3841127,48.4896014,101 - 4450 CHATTERTON WAY,Accuro,BROADMEAD SURGICAL CENTRE
PEACHLAND,-119.7371287,49.7728109,RR 7 - 5848D BEACH AVENUE,MedAccess,BEACH AVENUE MEDICAL CLINIC
VICTORIA,-123.3837134,48.4489151,4 - 101 BURNSIDE ROAD WEST,Oscar,NA
LADYSMITH,-123.8204214,48.992235,PO BOX 700 - 541 3RD AVENUE,MedAccess,HILLSIDE MEDICAL CLINIC
KAMLOOPS,-120.3310884,50.6782761,101 - 436 LORNE STREET,MedAccess,RIVERVIEW MEDICAL CLINIC
CHILLIWACK,-121.9599871,49.1681443,9146 MARY STREET,Oscar West,NA
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 3RD FLR,Plexia,NA
VANCOUVER,-123.070181,49.2618222,208 - 2555 COMMERCIAL DR,Oscar,ON THE DRIVE MIDWIVES LTD
VICTORIA,-123.3163717,48.4260718,116 - 2187 OAK BAY AVENUE,Osler,NA
RICHMOND,-123.1482094,49.1692939,830 - 6091 GILBERT ROAD,Launchpad,NA
WEST VANCOUVER,-123.1596167,49.3290348,202 - 520 17TH STREET,Wolf,CONTINUUM MEDICAL CARE
SIDNEY,-123.3951309,48.6488307,207 - 2537 BEACON AVENUE,Oscar,OCEAN PIER MEDICAL CENTRE
PORT COQUITLAM,-122.7770807,49.2611585,1 - 2185 WILSON AVENUE,IntraHealth,WILSON CENTRE FAMILY PRACTICE
VANCOUVER,-123.1249085,49.2800387,300 808 NELSON ST,IntraHealth,COPEMAN HEALTHCARE CENTRE
NORTH VANCOUVER,-123.0814184,49.3122611,230 - 150 WEST ESPLANADE,Oscar,LOWER LONSDALE MEDICAL CLINIC
VANCOUVER,-123.1259148,49.2611413,3RD FL - 2775 LAUREL STREET,Plexia,NA
CHILLIWACK,-121.9590557,49.1239478,120G - 6640 VEDDER ROAD,Oscar Nerd,NA
RICHMOND,-123.1342253,49.1668506,100 - 8171 COOK ROAD,Oscar,COOK ROAD MEDICAL CLINIC
LADYSMITH,-123.8275181,48.99582,1111 4TH AVENUE,Oscar Host,LADYSMITH FAMILY PRACTICE
CHEMAINUS,-123.7163167,48.9262953,9892 ESPLANADE STREET,MedAccess & RelayHealth,CHEMAINUS MEDICAL CLINIC
KELOWNA,-119.3881308,49.8873047,230 ROBSON ROAD WEST,MedAccess,NA
VANCOUVER,-123.2442035,49.2648819,M334 - 2211 WESBROOK MALL,InputHealth,UBC DEPARTMENT OF PSYCHIATRY
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 3RD FLR,Plexia,NA
PORT ALBERNI,-124.8109451,49.2578064,4556 GERTRUDE STREET,MedAccess,NA
SURREY,-122.8427538,49.1772129,607 - 13737 96TH AVENUE,Plexia,NA
REVELSTOKE,-118.1952793,50.998722,PO BOX 590,MedAccess,SELKIRK MEDICAL GROUP
VICTORIA,-123.3730457,48.5122221,4902 ALAMIDA CRESCENT,Launchpad,NA
ALERT BAY,-126.9430677,50.5941432,PO BOX 49,Wolf,NAMGIS HEALTH CENTRE
VICTORIA,-123.3641797,48.4681421,101 - 3960 QUADRA STREET,Osler,ISLAND SEXUAL HEALTH
PRINCETON,-120.5265183,49.4543114,PO BOX 610 98  RIDGEWOOD DRIVE,MedAccess,CASCADE MEDICAL CENTRE
VICTORIA,-123.3538831,48.4221912,101 - 1005 COOK STREET,Launchpad,COOK STREET MIDWIVES
NANAIMO,-123.9439826,49.1685487,512 CAMPBELL STREET,Launchpad,TOWNSITE MEDICAL CLINIC
NORTH VANCOUVER,-123.0408014,49.3360334,102 - 1200 LYNN VALLEY ROAD,Launchpad,LYNN VALLEY MEDICAL CLINIC
COQUITLAM,-122.7929014,49.271603,212 - 3001 GORDON AVENUE,Wolf,MEDICAL WEST
TERRACE,-128.5911069,54.5189215,4634 PARK AVENUE - 4TH FLR,IntraHealth,PARK AVE MEDICAL CLINIC
DAWSON CREEK,-119.5806169,49.4730809,1300 - 111TH AVENUE,Osler,ELJEN MEDICAL CLINIC
LANGLEY,-122.6671061,49.0947502,4041 - 200B STREET,MedAccess,BROOKSWOOD FAMILY PRACTICE
SURREY,-122.7886309,49.0494366,108 - 2626 CROYDON DRIVE,Accuro,NA
WEST VANCOUVER,-123.1596167,49.3290348,201 - 520 17TH STREET,Wolf,CONTINUUM MEDICAL CARE
COQUITLAM,-122.7934129,49.2735462,3000 LOUGHEED HWY,Wolf,SUNWOOD MEDICAL
VANCOUVER,-123.1259148,49.2611413,5TH FL - 2775 LAUREL STREET,InputHealth,DIAMOND HEALTH CARE CTR
PORT MOODY,-122.827467,49.2828137,310 - 205 NEWPORT DRIVE,Oscar Nerd,NEWPORT FAMILY PRACTICE
NANAIMO,-124.0256115,49.2345195,6010 BRICKYARD ROAD,IntraHealth,BRICKYARD MEDICAL CLINIC
VANCOUVER,-123.1233055,49.2640082,304 - 888 WEST 8TH AVENUE,Oscar Nerd,NA
VICTORIA,-123.3527566,48.4288186,303 - 1711 COOK STREET,Osler,NA
COMOX,-124.9261093,49.6730325,101B - 1771 COMOX AVE,Intrahealth,TOWN CIRCLE MEDICAL CLINIC
NORTH VANCOUVER,-123.0718632,49.3191811,307 - 1200 LONSDALE AVENUE,Plexia,NA
MAPLE RIDGE,-122.6556484,49.2197182,402 - 20395 LOUGHEED HIGHWAY,IntraHealth,WESTGATE MEDICAL CLINIC
PENTICTON,-119.5898215,49.4968222,432 ELLIS STREET,MedAccess,NA
PRINCE GEORGE,-122.7521638,53.9157213,104 - 1569 6TH AVENUE,MOIS,NA
VICTORIA,-123.3234804,48.4325466,322 - 1964 FORT STREET,Launchpad,NA
FERNIE,-115.056277,49.5136928,PO BOX 670,Accuro,FERNIE HOSPITAL
POWELL RIVER,-124.5202068,49.8456395,4794 JOYCE AVENUE,Wolf,THE MEDICAL CLINIC ASSOCIATES
KELOWNA,-119.4898652,49.856798,208 - 3330 RICHTER STREET,Accuro,NA
VANCOUVER,-123.0918041,49.2832953,569 POWELL STREET,Intrahealth VCH,DOWNTOWN COMMUNITY CLINIC
VICTORIA,-123.3747387,48.4564346,104 - 3551 BLANSHARD STREET,Accuro,REBALANCE MD
COURTENAY,-124.9969041,49.6885853,UNIT E - 310 8TH STREET,IntraHealth,VALLEY CARE MEDICAL
VICTORIA,-123.3834139,48.4975823,140 - 777 ROYAL OAK DRIVE,InputHealth,CARE POINT MEDICAL CENTRE
POWELL RIVER,-124.5196218,49.8465311,7019 ALBERNI STREET,Wolf,FAMILY TREE CLINIC
DELTA,-122.8909831,49.1563617,202 - 8425 120TH STREET,Launchpad,NA
DUNCAN,-123.7108344,48.7795251,335 JUBILEE STREET,MedAccess,VALLEY MEDICAL CLINIC
COURTENAY,-124.9632069,49.7101913,300 - 444 LERWICK ROAD,IntraHealth,THE CROWNE ISLE CLINIC
VICTORIA,-123.3837134,48.4489151,2 - 101 BURNSIDE ROAD WEST,Oscar,NA
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL ST -  7TH FLR,Launchpad,DIAMOND HEALTH CARE CENTRE
LANGLEY,-122.6256024,49.0905999,21561 OLD YALE ROAD,Accuro,NA
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL STREET,IntraHealth,CALEDONIAN CLINIC
VANCOUVER,-123.1863811,49.2682111,303 - 2083 ALMA STREET,Oscar Nerd,WESTSIDE MIDWIVES
SALT SPRING ISLAND,-123.4857594,48.8646162,258 EAGLE RIDGE DRIVE,MedAccess,EAGLE RIDGE CLINIC
SURREY,-122.8900721,49.132269,210 - 7110 120TH STREET,Launchpad,NA
VANCOUVER,-123.070181,49.2618222,208 - 2555 COMMERCIAL DR,Oscar,ON THE DRIVE MIDWIVES
SURREY,-122.8027414,49.1053336,103 - 15157 HIGHWAY 10,Wolf,PANORAMA VILLAGE MEDICAL CLINIC
SIDNEY,-123.401168,48.6495664,108 - 2360 BEACON AVENUE,Osler,NA
VERNON,-119.2685927,50.2698606,1 - 3801 28A STREET,Intrahealth,THE WILLOW CLINIC
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 5TH FLR,Accuro,NA
SIDNEY,-123.3994157,48.6474231,2425 BEVAN AVENUE,Osler,NA
VANCOUVER,-123.1213803,49.2635965,101 - 777 WEST BROADWAY,IntraHealth,THE DOCTORS OFFICE
VICTORIA,-123.3337925,48.4449543,120 -1641 HILLSIDE AVENUE,Osler,LANDSDOWNE TREATMENT CENTRE
NANAIMO,-123.9330141,49.1646557,103 - 650 SOUTH TERMINAL AVENUE,IntraHealth,MEDICAL ARTS CENTRE
RICHMOND,-123.1482094,49.1692939,310 - 6091 GILBERT ROAD,Plexia,NA
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL STREET,IntraHealth,CALEDONIAN CLINIC
DELTA,-122.8909953,49.129115,103 - 6935 120TH STREET,MedAccess,NA
NANAIMO,-123.9730982,49.1828239,303 - 1621 DUFFERIN CRESCENT,Accuro,NA
NORTH VANCOUVER,-123.0711585,49.3196664,210 - 125 EAST 13TH STREET,Launchpad,NA
VICTORIA,-123.3576434,48.455102,3461 COOK STREET,Oscar West,COOK & QUADRA MEDICAL CLINIC
ABBOTSFORD,-122.2934399,49.0398923,203 - 2051 MCCALLUM ROAD,IntraHealth,GATEWAY HEALTH AND WELLNESS CENTRE
COMOX,-124.9278698,49.6729689,301 - 1819 BEAUFORT AVENUE,Osler,NA
VICTORIA,-123.3333185,48.4768546,4092 SHELBOURNE STREET,Accuro,NA
CAMPBELL RIVER,-125.2462899,50.0116464,110 - 520 2ND AVENUE,Oscar West,GENERAL INTERNAL MEDICINE
VICTORIA,-123.3747387,48.4564346,104 - 3551 BLANCHARD STREET,Accuro,REBALANCE MD
HORNBY ISLAND,-124.6648813,49.5355016,1885 SOLLANS ROAD,Launchpad,HORNBY ISLAND MEDICAL CLINIC
CAMPBELL RIVER,-125.2439502,50.0097063,375 2ND AVENUE,Oscar Host,NA
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL STREET,IntraHealth,CALEDONIAN CLINIC
KELOWNA,-119.490148,49.8626485,102 - 3040 TUTT STREET,MedAccess,NA
BURNABY,-123.0038301,49.2268858,146 - 6200 MCKAY AVENUE,Oscar,STATION SQUARE MEDICAL
VICTORIA,-123.3228272,48.4324038,308 - 1990 FORT STREET,Osler,NA
NANAIMO,-123.9604033,49.187537,102 - 1650 TERMINAL AVENUE NORTH,IntraHealth,BAYVIEW MEDICAL CLINIC
KELOWNA,-119.4901469,49.8651047,200 - 550 WEST AVENUE,Accuro,NA
VICTORIA,-123.3712656,48.4167534,547 MICHIGAN STREET,Oscar,CO-OP COMMUNITY HEALTH AT JAMES BAY
RICHMOND,-123.1830756,49.1267089,204 - 3811 CHATHAM STREET,IntraHealth,STEVESTON MEDICAL CLINIC
VANCOUVER,-123.1251268,49.2636604,820 - 943 WEST BROADWAY,Launchpad,NA
KELOWNA,-119.4760365,49.8765707,1111 SPRINGFIELD ROAD,MedAccess,GROUP ONE MEDICAL
COQUITLAM,-122.8566851,49.2348404,1301 LOUGHEED HWY,Wolf,GOOD HEALTH FAMILY MEDICINE
VANCOUVER,-123.1289966,49.2805979,479 - 1081 BURRARD STREET,Launchpad,NA
NANAIMO,-123.9672873,49.1840472,202 - 1125 DUFFERIN CRESCENT,Accuro,NA
NANAIMO,-123.9723967,49.1831307,11 - 1599 DUFFERIN CRESCENT,IntraHealth,NA
BURNABY,-122.9918946,49.2258939,600 - 4980 KINGSWAY,Osler,NA
PRINCE GEORGE,-122.755411,53.9085702,308 - 1669 VICTORIA STREET,Launchpad,NA
VICTORIA,-123.3641797,48.4681421,101 - 3960 QUADRA STREET,Osler,ISLAND SEXUAL HEALTH
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL ST - 7TH FLR,iClinic,NA
MACKENZIE,-123.1013184,55.3379008,PO BOX 2410 - 45 CENTENNIAL DRIVE,NH MOIS,MACKENZIE FAMILY HEALTH CLINIC
NANAIMO,-123.9730982,49.1828239,304-1621 DUFFERIN CRES,Plexia,NA
GALIANO,-123.3207873,48.8714769,S4-C19-908 BURRILL ROAD,Wolf,GALIANO HEALTH CARE CTR
VICTORIA,-123.3834139,48.4975823,140 - 777 ROYAL OAK DRIVE,InputHealth,CARE POINT VICTORIA
VICTORIA,-123.4383194,48.4536839,275 ISLAND HIGHWAY,Osler,ADMIRALS MEDICAL CLINIC
NORTH SAANICH,-123.42108,48.6310567,9174 EAST SAANICH ROAD,Oscar,NA
RICHMOND,-123.1482094,49.1692939,560 - 6091 GILBERT ROAD,Launchpad,NA
VICTORIA,-123.3848514,48.4936772,140 - 777 ROYAL OAK AVENUE,Accuro,CBI CARE POINT BROADMEAD
FERNIE,-115.0623902,49.5022032,PO BOX 820 - 402 2ND AVENUE,Intrahealth IHA,SPARLING EAST MEDICAL CLINIC
VICTORIA,-123.3491162,48.415768,1282 FAIRFIELD ROAD,IntraHealth,MOSS ROCK MEDICAL CENTRE
KELOWNA,-119.4794618,49.8788974,1955 BOWES STREET,Oscar,MALACHITE MIDWIVES
NANAIMO,-123.968844,49.1848149,1665 GRANT AVE HEALTH UNIT,Launchpad,HOME NURSING
SURREY,-122.8457959,49.1978627,10751 KING GEORGE HIGHWAY,Oscar West,NA
LAZO,-124.9014145,49.7164864,19 WING HOSPITAL,Launchpad,PO BOX 1000
ESQUIMALT,-123.4136441,48.4379532,1191 COLVILLE ROAD,Launchpad,NA
LANGLEY,-122.6518311,49.1026687,205 - 5503 206TH STREET,Launchpad,NA
CAMPBELL RIVER,-125.2411602,50.0071696,277 EVERGREEN ROAD,Oscar West,ALDER MEDICAL CENTRE
BURNABY,-122.9918946,49.2258939,600 - 4980 KINGSWAY,Osler,NA
VANCOUVER,-123.1181027,49.2637252,U6 - 601 WEST BROADWAY,MedAccess,BROADWAY FAMILY PRACTICE
NEW WESTMINSTER,-122.8923133,49.2252694,101 - 250 KEARY STREET,Launchpad,NA
NEW WESTMINSTER,-122.8933951,49.2253096,203 - 245 EAST COLUMBIA STREET,Plexia,NA
ABBOTSFORD,-122.3356677,49.0500379,2 - 2629 CEDAR PARK PLACE,Wolf,NA
VANCOUVER,-123.1547111,49.2635438,480 - 2184 WEST BROADWAY,Wolf,NA
ABBOTSFORD,-122.3356677,49.0500379,2 - 2629 CEDAR PARK PLACE,Wolf,NA
VANCOUVER,-123.1289966,49.2805979,B180 - 1081 BURRARD STREET,iClinic,HEALTHY HEART PROGRAM PREVENTION CLINIC
KELOWNA,-119.4760365,49.8765707,1111 SPRINGFIELD ROAD,MedAccess,GROUP ONE MEDICAL
COQUITLAM,-122.7934129,49.2735462,142 - 3000 LOUGHEED HWY,Oscar Nerd,TRI-CITY FAMILY PRACTICE
MAPLE RIDGE,-122.5997574,49.2199067,610 - 22470 DEWDNEY TRUNK ROAD,Plexia,NA
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL STREET,IntraHealth,CALEDONIAN CLINIC
NORTH VANCOUVER,-123.070512,49.3196669,702 - 145 EAST 13TH STREET,Plexia,NA
LANGLEY,-122.6517384,49.1026289,5500 206TH STREET,IntraHealth,FOUR OAKS MEDICAL CENTRE
PRINCE GEORGE,-122.7658118,53.9152453,106 - 2155 10TH AVENUE,MOIS,NA
VANCOUVER,-123.2442035,49.2648819,M334 - 2211 WESTBROOK MALL,InputHealth,UBC STUDENT HEALTH SERVICES
RICHMOND,-123.1464747,49.1687434,7000 WESTMINSTER HWY,Launchpad,ER - RICHMOND HOSPITAL
VANCOUVER,-123.1259148,49.2611413,8TH FL - 2775 LAUREL STREET,Plexia,DISEASE AND NEUROMUSCULAR UNIT EMG LAB
HORNBY ISLAND,-124.6648813,49.5355016,1885 SOLLANS ROAD,Launchpad,HORNBY ISLAND MEDICAL CLINIC
VANCOUVER,-123.040184,49.2190888,350 - 3150 EAST 54TH AVENUE,Oscar West,COLLINGWOOD MEDICAL
NORTH VANCOUVER,-123.0814184,49.3122611,230 - 150 WEST ESPLANADE,Oscar,LOWER LONSDALE MEDICAL CENTRE
HORNBY ISLAND,-124.6648813,49.5355016,1885 SOLLANS ROAD,Launchpad,HORNBY ISLAND MEDICAL
VANCOUVER,-123.1295879,49.2797039,211 - 1033 DAVIE STREET,iClinic,NA
NEW WESTMINSTER,-122.8912681,49.2246807,305 - 233 NELSONS CRESCENT,Accuro,NA
VICTORIA,-123.3661099,48.4315775,605 DISCOVERY STREET,Accuro,CBI HEALTH CENTRE
FERNIE,-115.056277,49.5136928,PO BOX 670,Accuro,NA
VICTORIA,-123.3877429,48.4931816,105 - 4442 WEST SAANICH ROAD,Oscar Nerd,FAMILY PRACTICE
NORTH VANCOUVER,-123.0728972,49.3182724,102 - 1111 LONSDALE AVENUE,Launchpad,NORTH SHORE EYE ASSOCIATES
VANCOUVER,-123.1558296,49.2385778,5299 ARBUTUS STREET,Intrahealth,SKIN MATTERS MEDICAL CENTRE
NANAIMO,-123.9672873,49.1840472,103 - 1125 DUFFERIN CRESCENT,Accuro,NA
SURREY,-122.8899256,49.1334361,216 - 7170 120TH STREET,Osler,CHEEMA MEDICAL CLINIC
SURREY,-122.8160231,49.1912385,14650 104TH AVENUE,Oscar,GUILDFORD MEDICAL CLINIC
SURREY,-122.8894631,49.1325667,103 - 7130 120TH STREET,Launchpad,NA
VANCOUVER,-123.1259148,49.2611413,4203 - 2775 LAUREL STREET,Plexia,DIAMOND HEALTH CARE CENTRE
DELTA,-123.0856734,49.092382,140 - 4977 TRENNANT STREET,Wolf,DELTA MEDICAL CLINIC
SURREY,-122.8427538,49.1772129,906 - 13737 96 AVENUE,Osler,NA
VANCOUVER,-123.1547111,49.2635438,250 - 2184 WEST BROADWAY,Wolf,NA
PORT COQUITLAM,-122.7770807,49.2611585,1 - 2185 WILSON AVENUE,IntraHealth,WILSON CENTRE FAMILY PRACTICE
VICTORIA,-123.3331826,48.4672493,102 - 3930 SHELBOURNE STREET,Plexia,NA
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 6TH FLR,Accuro,UROLOGY CLINIC - DIAMOND HEALTH CARE CENTRE
VANCOUVER,-123.1259148,49.2611413,10TH FLR - 2775 LAUREL STREET,Accuro,HAEMATOLOGY AND BMT PROGRAM
VANCOUVER,-123.11886,49.2320657,360 - 650 WEST 41ST AVENUE,Wolf,NA
BURNABY,-123.0006501,49.2291486,4645 KINGSWAY AVENUE,Oscar West,KINGSWAY MEDICAL CLINIC
NANAIMO,-123.9672873,49.1840472,304  - 1125 DUFFERIN CRESCENT,Accuro,HARBOUR CITY HEALTH CENTRE
VICTORIA,-123.3123953,48.4635137,PO BOX 1700,Accuro,UNIVERSITY OF VICTORIA
VICTORIA,-123.333765,48.4449626,380 1641 HILLSIDE AVE,Plexia,NA
CHEMAINUS,-123.7157666,48.9272295,9909 ESPLANADE STREET,MedAccess,CHEMAINUS LABORATORY AND EMERGENCY
CHETWYND,-121.6304277,55.6955011,PO BOX 148 5125 50 STREET SW,NH MOIS,NA
LANGLEY,-122.6507189,49.1087703,5 - 5761 GLOVER ROAD,MedAccess,ST. LUKE FAMILY PRACTICE
VANCOUVER,-123.2441311,49.264794,3500 - 2215 WESBROOK MALL,Plexia,DJAVAD MOWAFAGHIAN CENTRE FOR BRAIN HEALTH
VICTORIA,-123.3337925,48.4449543,325 - 3066 SHELBOURNE STREET,Osler,NA
WHITE ROCK,-122.7945119,49.0295511,101 - 15451 RUSSELL AVENUE,IntraHealth,WHITE ROCK MEDICAL
SAYWARD,-125.9593386,50.3794929,601 KELSEY WAY PO BOX 152,Oscar Nerd,SAYWARD PRIMARY HEALTHCARE CLINIC
VICTORIA,-123.3834139,48.4975823,140 - 777 ROYAL OAK DRIVE,InputHealth,CBI CARE POINT MEDICAL CENTRE
VICTORIA,-123.3961746,48.4543697,14 - 3170 TILLICUM ROAD,Oscar,TILLICUM MEDICAL CLINIC
SURREY,-122.8424373,49.1768252,13750 96TH AVENUE,Launchpad,NA
VICTORIA,-123.3527566,48.4288186,304 - 1711 COOK STREET,MedAccess,NA
LANGLEY,-122.6733484,49.1179171,19851 WILLOWBROOK DRIVE,Launchpad,VALLEY CENTRE MEDICAL CLINIC
VANCOUVER,-123.11886,49.2320657,360 -  650 WEST 41ST AVENUE,Wolf,OAKRIDGE MEDICAL DENTAL TOWER
NORTH VANCOUVER,-123.0725123,49.3184531,300 - 1133 LONSDALE AVENUE,IntraHealth,NORTH SHORE MEDICAL GROUP
COQUITLAM,-122.7929014,49.271603,216 - 3001 GORDON AVENUE,Wolf,NA
BURNABY,-122.8959168,49.2510397,145 - 9855 AUSTIN AVENUE,Launchpad,LOUGHEED MEDICAL CLINIC
ABBOTSFORD,-122.2233358,49.0447513,105 - 2362 WHATCOM ROAD,Wolf,NA
VICTORIA,-123.504633,48.4495407,313 - 877 GOLDSTREAM AVENUE,Oscar West,NA
NANAIMO,-123.9672873,49.1840472,201 - 1125 DUFFERIN CRESCENT,Accuro,HARBOUR CITY HEALTH CENTRE
VANCOUVER,-123.1267045,49.2448408,B600 - 4500 OAK STREET,Launchpad,OAK TREE CLINIC
VICTORIA,-123.3337925,48.4449543,145 - 3066 SHELBOURNE STREET,Osler,NA
LAZO,-124.9014145,49.7164864,CFB (COMOX),Launchpad,PO BOX 1000 - STATION MAIN
VICTORIA,-123.3334413,48.4719991,200 - 3994 SHELBOURNE STREET,Osler,UNIVERSITY PLAZA FAMILY PRACTICE
RICHMOND,-123.1341344,49.1838923,2180 - 4151 HAZELBRIDGE WAY,Wolf,ABERDEEN HEALTH CENTRE
LANGLEY,-122.6114124,49.096327,302 - 22112 52ND AVENUE,Launchpad,NA
VICTORIA,-123.3353305,48.4262891,301 - 1625 OAK BAY AVE,Plexia,NA
ALDERGROVE,-122.4733158,49.0583348,27107 FRASER HIGHWAY,Osler,FRASER HIGHWAY FAMILY PRACTICE
DUNCAN,-123.7080793,48.7783306,170 CRAIG STREET,Oscar Nerd,MATRAE CENTRE
RICHMOND,-123.1375347,49.1747761,5591 NO. 3 ROAD,Plexia,MARY PACK ARTHRITIS PROGRAM
NEW WESTMINSTER,-122.8912681,49.2246807,301 - 223 NELSON CRESCENT,Plexia,NA
NEW WESTMINSTER,-122.8912681,49.2246807,301 - 223 NELSON CRESCENT,Plexia,NA
LANGLEY,-122.6517384,49.1026289,5500 206TH STREET,IntraHealth,FOUR OAKS MEDICAL CENTRE
SURREY,-122.8014007,49.1898142,1269 - 10355 152ND STREET,Wolf,GUILDFORD TOWN CENTRE MEDICAL CLINIC
VANCOUVER,-123.1281537,49.2793415,460 - 1144 BURRARD STREET,IntraHealth,NA
